"FILENAME","LIBRARY","SUPPLIER","URL","DOWNLOAD","TAGS"
"Bluezone_BC0300_alien_interface_sci_fi_texture_003.wav","Alien Interface","BluezoneCorp","https://sonniss.com/product/alien-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Interface/Bluezone_BC0300_alien_interface_sci_fi_texture_003.wav","bluezone_bc0300_alien_interface_sci_fi_texture_003wav|alien interface|bluezonecorp"
"Bluezone_BC0300_alien_interface_sci_fi_texture_046.wav","Alien Interface","BluezoneCorp","https://sonniss.com/product/alien-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Interface/Bluezone_BC0300_alien_interface_sci_fi_texture_046.wav","bluezone_bc0300_alien_interface_sci_fi_texture_046wav|alien interface|bluezonecorp"
"Bluezone_BC0300_alien_interface_sci_fi_transition_004.wav","Alien Interface","BluezoneCorp","https://sonniss.com/product/alien-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Interface/Bluezone_BC0300_alien_interface_sci_fi_transition_004.wav","bluezone_bc0300_alien_interface_sci_fi_transition_004wav|alien interface|bluezonecorp"
"Bluezone_BC0300_alien_interface_sci_fi_transition_008.wav","Alien Interface","BluezoneCorp","https://sonniss.com/product/alien-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Interface/Bluezone_BC0300_alien_interface_sci_fi_transition_008.wav","bluezone_bc0300_alien_interface_sci_fi_transition_008wav|alien interface|bluezonecorp"
"Bluezone_BC0292_alien_tripod_debris_glass_falling_003.wav","Alien Tripod","BluezoneCorp","https://sonniss.com/product/alien-tripod","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Tripod/Bluezone_BC0292_alien_tripod_debris_glass_falling_003.wav","bluezone_bc0292_alien_tripod_debris_glass_falling_003wav|alien tripod|bluezonecorp"
"Bluezone_BC0292_alien_tripod_debris_rock_collapse_earthquake_rumble_large_005.wav","Alien Tripod","BluezoneCorp","https://sonniss.com/product/alien-tripod","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Tripod/Bluezone_BC0292_alien_tripod_debris_rock_collapse_earthquake_rumble_large_005.wav","bluezone_bc0292_alien_tripod_debris_rock_collapse_earthquake_rumble_large_005wav|alien tripod|bluezonecorp"
"Bluezone_BC0292_alien_tripod_pneumatic_chemical_weapon_black_smoke_001.wav","Alien Tripod","BluezoneCorp","https://sonniss.com/product/alien-tripod","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Tripod/Bluezone_BC0292_alien_tripod_pneumatic_chemical_weapon_black_smoke_001.wav","bluezone_bc0292_alien_tripod_pneumatic_chemical_weapon_black_smoke_001wav|alien tripod|bluezonecorp"
"Bluezone_BC0292_alien_tripod_texture_organic_liquid_005.wav","Alien Tripod","BluezoneCorp","https://sonniss.com/product/alien-tripod","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Alien Tripod/Bluezone_BC0292_alien_tripod_texture_organic_liquid_005.wav","bluezone_bc0292_alien_tripod_texture_organic_liquid_005wav|alien tripod|bluezonecorp"
"Bluezone_BC0298_designed_water_impact_006.wav","Designed Water","BluezoneCorp","https://sonniss.com/product/designed-water","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Designed Water/Bluezone_BC0298_designed_water_impact_006.wav","bluezone_bc0298_designed_water_impact_006wav|designed water|bluezonecorp"
"Bluezone_BC0298_designed_water_texture_014.wav","Designed Water","BluezoneCorp","https://sonniss.com/product/designed-water","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Designed Water/Bluezone_BC0298_designed_water_texture_014.wav","bluezone_bc0298_designed_water_texture_014wav|designed water|bluezonecorp"
"Bluezone_BC0298_designed_water_transition_impact_017.wav","Designed Water","BluezoneCorp","https://sonniss.com/product/designed-water","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Designed Water/Bluezone_BC0298_designed_water_transition_impact_017.wav","bluezone_bc0298_designed_water_transition_impact_017wav|designed water|bluezonecorp"
"Bluezone_BC0298_designed_water_underwater_005.wav","Designed Water","BluezoneCorp","https://sonniss.com/product/designed-water","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Designed Water/Bluezone_BC0298_designed_water_underwater_005.wav","bluezone_bc0298_designed_water_underwater_005wav|designed water|bluezonecorp"
"Bluezone_BC0303_futuristic_user_interface_alert_003.wav","Futuristic User Interface","BluezoneCorp","https://sonniss.com/product/futuristic-user-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Futuristic User Interface/Bluezone_BC0303_futuristic_user_interface_alert_003.wav","bluezone_bc0303_futuristic_user_interface_alert_003wav|futuristic user interface|bluezonecorp"
"Bluezone_BC0303_futuristic_user_interface_data_glitch_003.wav","Futuristic User Interface","BluezoneCorp","https://sonniss.com/product/futuristic-user-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Futuristic User Interface/Bluezone_BC0303_futuristic_user_interface_data_glitch_003.wav","bluezone_bc0303_futuristic_user_interface_data_glitch_003wav|futuristic user interface|bluezonecorp"
"Bluezone_BC0303_futuristic_user_interface_high_tech_beep_038.wav","Futuristic User Interface","BluezoneCorp","https://sonniss.com/product/futuristic-user-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Futuristic User Interface/Bluezone_BC0303_futuristic_user_interface_high_tech_beep_038.wav","bluezone_bc0303_futuristic_user_interface_high_tech_beep_038wav|futuristic user interface|bluezonecorp"
"Bluezone_BC0303_futuristic_user_interface_transition_006.wav","Futuristic User Interface","BluezoneCorp","https://sonniss.com/product/futuristic-user-interface","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Futuristic User Interface/Bluezone_BC0303_futuristic_user_interface_transition_006.wav","bluezone_bc0303_futuristic_user_interface_transition_006wav|futuristic user interface|bluezonecorp"
"Bluezone_BC0299_electricity_electronic_lighter_button_click_on_off_002_02.wav","High Voltage","BluezoneCorp","https://sonniss.com/product/high-voltage","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - High Voltage/Bluezone_BC0299_electricity_electronic_lighter_button_click_on_off_002_02.wav","bluezone_bc0299_electricity_electronic_lighter_button_click_on_off_002_02wav|high voltage|bluezonecorp"
"Bluezone_BC0299_electricity_surge_discharge_electrical_arc_crackling_002_01.wav","High Voltage","BluezoneCorp","https://sonniss.com/product/high-voltage","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - High Voltage/Bluezone_BC0299_electricity_surge_discharge_electrical_arc_crackling_002_01.wav","bluezone_bc0299_electricity_surge_discharge_electrical_arc_crackling_002_01wav|high voltage|bluezonecorp"
"Bluezone_BC0299_electricity_texture_sizzling_crackling_006.wav","High Voltage","BluezoneCorp","https://sonniss.com/product/high-voltage","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - High Voltage/Bluezone_BC0299_electricity_texture_sizzling_crackling_006.wav","bluezone_bc0299_electricity_texture_sizzling_crackling_006wav|high voltage|bluezonecorp"
"Bluezone_BC0299_electricity_transformer_hum_low_003.wav","High Voltage","BluezoneCorp","https://sonniss.com/product/high-voltage","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - High Voltage/Bluezone_BC0299_electricity_transformer_hum_low_003.wav","bluezone_bc0299_electricity_transformer_hum_low_003wav|high voltage|bluezonecorp"
"Bluezone_BC0302_industrial_lever_switch_014.wav","Industrial Lever Switch","BluezoneCorp","https://sonniss.com/product/industrial-lever-switch","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Industrial Lever Switch/Bluezone_BC0302_industrial_lever_switch_014.wav","bluezone_bc0302_industrial_lever_switch_014wav|industrial lever switch|bluezonecorp"
"Bluezone_BC0302_industrial_lever_switch_039.wav","Industrial Lever Switch","BluezoneCorp","https://sonniss.com/product/industrial-lever-switch","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Industrial Lever Switch/Bluezone_BC0302_industrial_lever_switch_039.wav","bluezone_bc0302_industrial_lever_switch_039wav|industrial lever switch|bluezonecorp"
"Bluezone_BC0302_industrial_lever_switch_small_003.wav","Industrial Lever Switch","BluezoneCorp","https://sonniss.com/product/industrial-lever-switch","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Industrial Lever Switch/Bluezone_BC0302_industrial_lever_switch_small_003.wav","bluezone_bc0302_industrial_lever_switch_small_003wav|industrial lever switch|bluezonecorp"
"Bluezone_BC0294_modern_cinematic_impact_022.wav","Modern Cinematic Impact","BluezoneCorp","https://sonniss.com/product/modern-cinematic-impact","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Modern Cinematic Impact/Bluezone_BC0294_modern_cinematic_impact_022.wav","bluezone_bc0294_modern_cinematic_impact_022wav|modern cinematic impact|bluezonecorp"
"Bluezone_BC0294_modern_cinematic_impact_boom_003.wav","Modern Cinematic Impact","BluezoneCorp","https://sonniss.com/product/modern-cinematic-impact","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Modern Cinematic Impact/Bluezone_BC0294_modern_cinematic_impact_boom_003.wav","bluezone_bc0294_modern_cinematic_impact_boom_003wav|modern cinematic impact|bluezonecorp"
"Bluezone_BC0294_modern_cinematic_impact_percussion_009.wav","Modern Cinematic Impact","BluezoneCorp","https://sonniss.com/product/modern-cinematic-impact","/Sonniss - GDC 2024 - Game Audio Bundle/BluezoneCorp - Modern Cinematic Impact/Bluezone_BC0294_modern_cinematic_impact_percussion_009.wav","bluezone_bc0294_modern_cinematic_impact_percussion_009wav|modern cinematic impact|bluezonecorp"
